seed,Silhouette,CH Index,DB Index,MQ,MoJoFM,TurboMQ,Cohesion,Coupling
37,0.221390410244501,84.8114649414756,1.53508955552578,0.684699330137016,0.246753246753247,0.469610971480705,0.124423249391346,0.437061169316649
38,0.176559344885302,84.7349054149007,1.88226244008698,0.559038029057886,0.224489795918367,0.465758905004206,0.0720747439225212,0.564633012066371
39,0.319361387895843,120.478173685983,1.59258256774457,0.565237823214324,0.239332096474954,0.552820660604629,0.0810162558662058,0.564615018462577
40,0.238405957217562,76.844727230639,1.43831212186448,0.688121552490175,0.269016697588126,0.472704081482982,0.148305237113114,0.408414951393523
41,0.287307472833702,88.6916166913043,1.76177440346038,0.586312940477232,0.24860853432282,0.586817693838154,0.0810305489486486,0.515637525191205
42,0.324292914422499,111.784771084333,1.55688923738232,0.592138297853615,0.246753246753247,0.613811378725367,0.0829880409945409,0.501150960618001
43,0.284977118145269,82.9912333114576,1.67696562318813,0.649837166867144,0.246753246753247,0.569605568865214,0.0788796926154531,0.477120256063065
44,0.290224818023955,54.4348821376506,1.31906794660686,0.695243231388032,0.300556586270872,0.444995016623029,0.448395039260816,0.40412910278643
45,0.24394364025804,67.4338700114678,1.57968197335336,0.737357879347334,0.209647495361781,0.57719698197754,0.128847608374095,0.370316192693897
46,0.482739100319296,90.7277894534138,1.6148535272002,0.588011334630604,0.241187384044527,0.585772268499177,0.0840312501062905,0.529566043934118
47,0.322245348581977,65.401339029591,1.15989245819607,0.760849981052146,0.306122448979592,0.535470504764051,0.478734556160488,0.320477270144318
48,0.244847689522984,54.0896743858571,1.2409205489706,0.723184567791738,0.300556586270872,0.464491127079373,0.337819138138094,0.386288609138178
49,0.203812955845675,66.6853025244449,1.3675115385555,0.680703512447105,0.244897959183673,0.423251352175923,0.201844299348048,0.423484742661225
50,0.43697951220939,92.1453689077045,1.49836166607975,0.668976730133091,0.252319109461967,0.604661993398569,0.0827567357661954,0.435903348609387
